id_persona,edad,genero,estado_civil,nivel_educativo_ingreso,tiene_hijos,num_hijos,contexto,fecha_registro
1400,30,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1401,25,Femenino,Soltero,Secundaria,True,4,Penitenciario,2026-09-03
1402,44,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1403,52,Masculino,Divorciado,Primaria,True,1,Penitenciario,2026-09-03
1404,46,Masculino,Casado,Primaria,True,2,Penitenciario,2026-09-03
1405,49,Masculino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
1406,28,Masculino,Soltero,Sin escolaridad,False,0,Penitenciario,2026-09-03
1407,20,Femenino,Soltero,Secundaria,True,1,Penitenciario,2026-09-03
1408,56,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1409,34,Masculino,Divorciado,Secundaria,True,3,Penitenciario,2026-09-03
1410,34,Masculino,Soltero,Sin escolaridad,True,3,Penitenciario,2026-09-03
1411,53,Masculino,Soltero,Superior,True,2,Penitenciario,2026-09-03
1412,44,Femenino,Casado,Primaria,True,3,Penitenciario,2026-09-03
1413,43,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
1414,63,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1415,30,Masculino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
1416,49,Masculino,Soltero,Primaria,True,5,Penitenciario,2026-09-03
1417,38,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1418,41,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1419,56,Masculino,Casado,Primaria,True,2,Penitenciario,2026-09-03
1420,44,Femenino,Casado,Primaria,True,2,Penitenciario,2026-09-03
1421,44,Masculino,Soltero,Secundaria,True,4,Penitenciario,2026-09-03
1422,50,Femenino,Divorciado,Secundaria,False,0,Penitenciario,2026-09-03
1423,33,Femenino,Soltero,Primaria,True,4,Penitenciario,2026-09-03
1424,27,Masculino,Soltero,Primaria,True,5,Penitenciario,2026-09-03
1425,25,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1426,18,Masculino,Casado,Secundaria,True,3,Penitenciario,2026-09-03
1427,62,Masculino,Soltero,Primaria,True,2,Penitenciario,2026-09-03
1428,24,Femenino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
1429,35,Masculino,Casado,Primaria,False,0,Penitenciario,2026-09-03
1430,34,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
1431,41,Masculino,Casado,Sin escolaridad,True,3,Penitenciario,2026-09-03
1432,47,Masculino,Divorciado,Secundaria,True,5,Penitenciario,2026-09-03
1433,48,Masculino,Soltero,Secundaria,True,1,Penitenciario,2026-09-03
1434,31,Femenino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
1435,35,Masculino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
1436,41,Femenino,Casado,Secundaria,True,2,Penitenciario,2026-09-03
1437,35,Masculino,Soltero,Primaria,True,3,Penitenciario,2026-09-03
1438,57,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
1439,43,Masculino,Soltero,Superior,False,0,Penitenciario,2026-09-03
1440,46,Masculino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
1441,45,Masculino,Soltero,Secundaria,True,5,Penitenciario,2026-09-03
1442,52,Femenino,Divorciado,Sin escolaridad,True,3,Penitenciario,2026-09-03
1443,40,Femenino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
1444,22,Masculino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
1445,42,Masculino,Casado,Primaria,False,0,Penitenciario,2026-09-03
1446,30,Masculino,Divorciado,Secundaria,True,2,Penitenciario,2026-09-03
1447,31,Femenino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
1448,45,Masculino,Soltero,Sin escolaridad,False,0,Penitenciario,2026-09-03
1449,52,Femenino,Soltero,Primaria,True,2,Penitenciario,2026-09-03
1450,38,Masculino,Casado,Primaria,False,0,Penitenciario,2026-09-03
1451,41,Masculino,Soltero,Primaria,True,6,Penitenciario,2026-09-03
1452,58,Femenino,Viudo,Secundaria,False,0,Penitenciario,2026-09-03
1453,40,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
1454,69,Masculino,Soltero,Primaria,True,3,Penitenciario,2026-09-03
1455,44,Masculino,Soltero,Técnico,False,0,Penitenciario,2026-09-03
1456,18,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1457,47,Masculino,Casado,Secundaria,True,3,Penitenciario,2026-09-03
1458,42,Masculino,Viudo,Secundaria,True,2,Penitenciario,2026-09-03
1459,53,Femenino,Soltero,Técnico,False,0,Penitenciario,2026-09-03
1460,46,Masculino,Viudo,Sin escolaridad,False,0,Penitenciario,2026-09-03
1461,36,Femenino,Casado,Secundaria,True,4,Penitenciario,2026-09-03
1462,23,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1463,35,Masculino,Casado,Primaria,False,0,Penitenciario,2026-09-03
1464,27,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1465,31,Masculino,Soltero,Superior,True,2,Penitenciario,2026-09-03
1466,45,Masculino,Soltero,Técnico,False,0,Penitenciario,2026-09-03
1467,58,Femenino,Casado,Primaria,True,3,Penitenciario,2026-09-03
1468,42,Masculino,Soltero,Primaria,True,1,Penitenciario,2026-09-03
1469,23,Masculino,Casado,Superior,True,1,Penitenciario,2026-09-03
1470,43,Masculino,Casado,Secundaria,True,5,Penitenciario,2026-09-03
1471,52,Femenino,Soltero,Primaria,True,1,Penitenciario,2026-09-03
1472,30,Femenino,Soltero,Secundaria,True,1,Penitenciario,2026-09-03
1473,36,Masculino,Soltero,Primaria,True,2,Penitenciario,2026-09-03
1474,38,Masculino,Soltero,Primaria,True,3,Penitenciario,2026-09-03
1475,28,Masculino,Soltero,Técnico,True,4,Penitenciario,2026-09-03
1476,45,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
1477,36,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
1478,43,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
1479,27,Masculino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
1480,32,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
1481,46,Masculino,Casado,Secundaria,True,3,Penitenciario,2026-09-03
1482,33,Femenino,Viudo,Secundaria,True,5,Penitenciario,2026-09-03
1483,58,Femenino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
1484,33,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
1485,40,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1486,49,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
1487,20,Masculino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
1488,18,Femenino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
1489,19,Masculino,Divorciado,Primaria,False,0,Penitenciario,2026-09-03
1490,53,Femenino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1491,31,Femenino,Casado,Primaria,True,2,Penitenciario,2026-09-03
1492,68,Masculino,Soltero,Primaria,True,2,Penitenciario,2026-09-03
1493,31,Masculino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
1494,40,Masculino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
1495,56,Masculino,Soltero,Primaria,True,2,Penitenciario,2026-09-03
1496,62,Masculino,Soltero,Primaria,True,1,Penitenciario,2026-09-03
1497,62,Masculino,Soltero,Sin escolaridad,True,3,Penitenciario,2026-09-03
1498,52,Femenino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
1499,50,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1500,45,Masculino,Casado,Primaria,False,0,Penitenciario,2026-09-03
1501,47,Masculino,Divorciado,Primaria,True,3,Penitenciario,2026-09-03
1502,31,Masculino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
1503,28,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1504,37,Femenino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
1505,35,Masculino,Divorciado,Técnico,False,0,Penitenciario,2026-09-03
1506,32,Masculino,Soltero,Sin escolaridad,False,0,Penitenciario,2026-09-03
1507,46,Masculino,Soltero,Superior,True,2,Penitenciario,2026-09-03
1508,49,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
1509,39,Femenino,Soltero,Superior,False,0,Penitenciario,2026-09-03
1510,55,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
1511,24,Femenino,Divorciado,Secundaria,False,0,Penitenciario,2026-09-03
1512,35,Masculino,Divorciado,Secundaria,True,2,Penitenciario,2026-09-03
1513,29,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1514,18,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1515,37,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1516,36,Masculino,Soltero,Superior,True,4,Penitenciario,2026-09-03
1517,56,Femenino,Divorciado,Secundaria,True,2,Penitenciario,2026-09-03
1518,45,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1519,25,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
1520,60,Masculino,Soltero,Superior,False,0,Penitenciario,2026-09-03
1521,52,Masculino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
1522,44,Masculino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
1523,35,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1524,26,Masculino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
1525,33,Masculino,Soltero,Técnico,True,3,Penitenciario,2026-09-03
1526,51,Masculino,Viudo,Primaria,False,0,Penitenciario,2026-09-03
1527,60,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
1528,56,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
1529,32,Masculino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
1530,24,Femenino,Casado,Primaria,True,6,Penitenciario,2026-09-03
1531,39,Masculino,Soltero,Primaria,True,1,Penitenciario,2026-09-03
1532,18,Masculino,Soltero,Primaria,True,3,Penitenciario,2026-09-03
1533,41,Masculino,Soltero,Secundaria,True,5,Penitenciario,2026-09-03
1534,36,Masculino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
1535,32,Femenino,Casado,Sin escolaridad,True,2,Penitenciario,2026-09-03
1536,18,Masculino,Divorciado,Superior,False,0,Penitenciario,2026-09-03
1537,44,Femenino,Soltero,Superior,True,3,Penitenciario,2026-09-03
1538,31,Femenino,Soltero,Primaria,True,2,Penitenciario,2026-09-03
1539,23,Masculino,Viudo,Secundaria,False,0,Penitenciario,2026-09-03
1540,18,Masculino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
1541,37,Masculino,Casado,Primaria,False,0,Penitenciario,2026-09-03
1542,59,Masculino,Casado,Primaria,False,0,Penitenciario,2026-09-03
1543,57,Masculino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
1544,32,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1545,30,Masculino,Casado,Primaria,True,1,Penitenciario,2026-09-03
1546,43,Masculino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
1547,26,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1548,41,Femenino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1549,47,Masculino,Soltero,Primaria,True,1,Penitenciario,2026-09-03
1550,52,Femenino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1551,36,Masculino,Soltero,Primaria,True,3,Penitenciario,2026-09-03
1552,35,Masculino,Soltero,Secundaria,True,1,Penitenciario,2026-09-03
1553,27,Masculino,Viudo,Secundaria,True,3,Penitenciario,2026-09-03
1554,28,Masculino,Casado,Secundaria,True,2,Penitenciario,2026-09-03
1555,35,Masculino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
1556,42,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1557,48,Femenino,Soltero,Técnico,True,1,Penitenciario,2026-09-03
1558,28,Masculino,Viudo,Secundaria,True,7,Penitenciario,2026-09-03
1559,55,Masculino,Soltero,Primaria,True,1,Penitenciario,2026-09-03
1560,34,Femenino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
1561,37,Femenino,Soltero,Primaria,True,3,Penitenciario,2026-09-03
1562,29,Masculino,Divorciado,Técnico,True,3,Penitenciario,2026-09-03
1563,18,Masculino,Divorciado,Secundaria,False,0,Penitenciario,2026-09-03
1564,48,Femenino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
1565,46,Masculino,Divorciado,Primaria,True,3,Penitenciario,2026-09-03
1566,34,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1567,38,Masculino,Soltero,Técnico,True,2,Penitenciario,2026-09-03
1568,44,Femenino,Casado,Sin escolaridad,False,0,Penitenciario,2026-09-03
1569,19,Masculino,Divorciado,Secundaria,True,3,Penitenciario,2026-09-03
1570,31,Femenino,Soltero,Técnico,False,0,Penitenciario,2026-09-03
1571,47,Masculino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
1572,22,Femenino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
1573,41,Masculino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
1574,21,Masculino,Divorciado,Secundaria,False,0,Penitenciario,2026-09-03
1575,43,Femenino,Soltero,Primaria,True,4,Penitenciario,2026-09-03
1576,37,Masculino,Viudo,Sin escolaridad,True,2,Penitenciario,2026-09-03
1577,18,Masculino,Viudo,Secundaria,False,0,Penitenciario,2026-09-03
1578,51,Masculino,Soltero,Técnico,False,0,Penitenciario,2026-09-03
1579,29,Masculino,Casado,Primaria,False,0,Penitenciario,2026-09-03
1580,28,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
1581,40,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1582,51,Masculino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
1583,25,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
1584,38,Masculino,Soltero,Técnico,True,3,Penitenciario,2026-09-03
1585,43,Masculino,Divorciado,Primaria,True,2,Penitenciario,2026-09-03
1586,46,Femenino,Soltero,Técnico,False,0,Penitenciario,2026-09-03
1587,40,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1588,33,Masculino,Divorciado,Secundaria,True,3,Penitenciario,2026-09-03
1589,28,Femenino,Soltero,Secundaria,True,4,Penitenciario,2026-09-03
1590,39,Masculino,Soltero,Secundaria,True,4,Penitenciario,2026-09-03
1591,25,Femenino,Soltero,Primaria,True,1,Penitenciario,2026-09-03
1592,18,Femenino,Soltero,Sin escolaridad,True,6,Penitenciario,2026-09-03
1593,43,Femenino,Casado,Secundaria,True,5,Penitenciario,2026-09-03
1594,48,Masculino,Casado,Técnico,True,1,Penitenciario,2026-09-03
1595,18,Femenino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
1596,25,Femenino,Casado,Secundaria,True,4,Penitenciario,2026-09-03
1597,45,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1598,62,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
1599,38,Masculino,Casado,Secundaria,True,2,Penitenciario,2026-09-03
1600,29,Masculino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
1601,35,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1602,54,Masculino,Soltero,Secundaria,True,6,Penitenciario,2026-09-03
1603,30,Masculino,Soltero,Superior,False,0,Penitenciario,2026-09-03
1604,28,Masculino,Soltero,Técnico,True,4,Penitenciario,2026-09-03
1605,32,Masculino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
1606,26,Masculino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
1607,39,Femenino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
1608,57,Masculino,Casado,Secundaria,True,3,Penitenciario,2026-09-03
1609,41,Masculino,Soltero,Secundaria,True,5,Penitenciario,2026-09-03
1610,34,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
1611,34,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1612,19,Femenino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
1613,48,Femenino,Divorciado,Secundaria,True,2,Penitenciario,2026-09-03
1614,37,Masculino,Soltero,Primaria,True,3,Penitenciario,2026-09-03
1615,35,Femenino,Soltero,Secundaria,True,4,Penitenciario,2026-09-03
1616,76,Masculino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
1617,41,Masculino,Casado,Primaria,False,0,Penitenciario,2026-09-03
1618,28,Masculino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
1619,32,Femenino,Soltero,Técnico,True,3,Penitenciario,2026-09-03
1620,51,Masculino,Casado,Secundaria,True,6,Penitenciario,2026-09-03
1621,39,Masculino,Viudo,Primaria,False,0,Penitenciario,2026-09-03
1622,20,Femenino,Divorciado,Técnico,True,1,Penitenciario,2026-09-03
1623,49,Masculino,Soltero,Primaria,True,3,Penitenciario,2026-09-03
1624,29,Masculino,Viudo,Superior,True,1,Penitenciario,2026-09-03
1625,60,Femenino,Soltero,Primaria,True,1,Penitenciario,2026-09-03
1626,50,Masculino,Soltero,Sin escolaridad,True,1,Penitenciario,2026-09-03
1627,32,Masculino,Casado,Secundaria,True,3,Penitenciario,2026-09-03
1628,53,Masculino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
1629,38,Masculino,Soltero,Secundaria,True,4,Penitenciario,2026-09-03
1630,48,Masculino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
1631,43,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1632,27,Masculino,Casado,Secundaria,True,3,Penitenciario,2026-09-03
1633,30,Masculino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
1634,50,Femenino,Soltero,Primaria,True,3,Penitenciario,2026-09-03
1635,33,Femenino,Soltero,Sin escolaridad,True,6,Penitenciario,2026-09-03
1636,33,Masculino,Divorciado,Secundaria,False,0,Penitenciario,2026-09-03
1637,26,Masculino,Casado,Primaria,False,0,Penitenciario,2026-09-03
1638,43,Femenino,Soltero,Secundaria,True,5,Penitenciario,2026-09-03
1639,62,Masculino,Viudo,Secundaria,True,5,Penitenciario,2026-09-03
1640,25,Masculino,Casado,Primaria,False,0,Penitenciario,2026-09-03
1641,38,Femenino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1642,54,Femenino,Soltero,Primaria,True,2,Penitenciario,2026-09-03
1643,37,Femenino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1644,43,Femenino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
1645,25,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1646,43,Masculino,Soltero,Primaria,True,1,Penitenciario,2026-09-03
1647,35,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1648,49,Masculino,Divorciado,Primaria,True,3,Penitenciario,2026-09-03
1649,52,Masculino,Soltero,Secundaria,True,8,Penitenciario,2026-09-03
1650,69,Femenino,Divorciado,Secundaria,False,0,Penitenciario,2026-09-03
1651,44,Femenino,Divorciado,Secundaria,True,2,Penitenciario,2026-09-03
1652,41,Masculino,Soltero,Técnico,False,0,Penitenciario,2026-09-03
1653,40,Femenino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
1654,33,Femenino,Soltero,Sin escolaridad,False,0,Penitenciario,2026-09-03
1655,42,Masculino,Divorciado,Primaria,True,3,Penitenciario,2026-09-03
1656,34,Masculino,Soltero,Técnico,False,0,Penitenciario,2026-09-03
1657,40,Masculino,Soltero,Sin escolaridad,True,2,Penitenciario,2026-09-03
1658,53,Masculino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
1659,25,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1660,51,Masculino,Divorciado,Secundaria,True,1,Penitenciario,2026-09-03
1661,53,Masculino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
1662,36,Masculino,Divorciado,Secundaria,True,2,Penitenciario,2026-09-03
1663,18,Femenino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1664,30,Masculino,Soltero,Secundaria,True,1,Penitenciario,2026-09-03
1665,53,Femenino,Viudo,Secundaria,True,3,Penitenciario,2026-09-03
1666,37,Masculino,Soltero,Secundaria,True,7,Penitenciario,2026-09-03
1667,26,Masculino,Divorciado,Secundaria,False,0,Penitenciario,2026-09-03
1668,31,Femenino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
1669,48,Masculino,Soltero,Técnico,True,8,Penitenciario,2026-09-03
1670,44,Masculino,Casado,Primaria,True,2,Penitenciario,2026-09-03
1671,35,Femenino,Viudo,Primaria,True,3,Penitenciario,2026-09-03
1672,33,Masculino,Viudo,Técnico,False,0,Penitenciario,2026-09-03
1673,33,Masculino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
1674,26,Masculino,Soltero,Primaria,True,5,Penitenciario,2026-09-03
1675,57,Femenino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1676,34,Masculino,Casado,Superior,False,0,Penitenciario,2026-09-03
1677,52,Masculino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
1678,56,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1679,49,Masculino,Viudo,Primaria,False,0,Penitenciario,2026-09-03
1680,32,Femenino,Casado,Técnico,True,4,Penitenciario,2026-09-03
1681,42,Masculino,Casado,Secundaria,True,3,Penitenciario,2026-09-03
1682,37,Masculino,Soltero,Técnico,False,0,Penitenciario,2026-09-03
1683,27,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
1684,41,Femenino,Viudo,Primaria,True,2,Penitenciario,2026-09-03
1685,23,Masculino,Soltero,Secundaria,True,4,Penitenciario,2026-09-03
1686,52,Femenino,Divorciado,Primaria,True,4,Penitenciario,2026-09-03
1687,32,Femenino,Viudo,Secundaria,True,3,Penitenciario,2026-09-03
1688,40,Masculino,Casado,Superior,True,3,Penitenciario,2026-09-03
1689,41,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1690,34,Masculino,Soltero,Técnico,False,0,Penitenciario,2026-09-03
1691,45,Femenino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1692,32,Masculino,Soltero,Secundaria,True,4,Penitenciario,2026-09-03
1693,48,Masculino,Soltero,Secundaria,True,5,Penitenciario,2026-09-03
1694,21,Femenino,Soltero,Secundaria,True,4,Penitenciario,2026-09-03
1695,39,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1696,61,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1697,25,Masculino,Soltero,Secundaria,True,4,Penitenciario,2026-09-03
1698,29,Masculino,Soltero,Primaria,True,5,Penitenciario,2026-09-03
1699,44,Femenino,Soltero,Secundaria,True,4,Penitenciario,2026-09-03
1700,40,Masculino,Casado,Superior,True,3,Penitenciario,2026-09-03
1701,42,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1702,43,Femenino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
1703,45,Masculino,Casado,Secundaria,True,4,Penitenciario,2026-09-03
1704,51,Femenino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
1705,42,Femenino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1706,35,Masculino,Casado,Técnico,False,0,Penitenciario,2026-09-03
1707,46,Masculino,Viudo,Secundaria,True,3,Penitenciario,2026-09-03
1708,60,Femenino,Casado,Primaria,False,0,Penitenciario,2026-09-03
1709,36,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1710,26,Masculino,Casado,Secundaria,True,2,Penitenciario,2026-09-03
1711,51,Femenino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
1712,36,Masculino,Soltero,Primaria,True,2,Penitenciario,2026-09-03
1713,18,Femenino,Viudo,Sin escolaridad,True,1,Penitenciario,2026-09-03
1714,48,Masculino,Soltero,Técnico,False,0,Penitenciario,2026-09-03
1715,31,Masculino,Divorciado,Primaria,True,2,Penitenciario,2026-09-03
1716,36,Masculino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
1717,41,Femenino,Viudo,Secundaria,True,3,Penitenciario,2026-09-03
1718,40,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1719,46,Femenino,Soltero,Primaria,True,6,Penitenciario,2026-09-03
1720,32,Masculino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
1721,44,Masculino,Soltero,Técnico,False,0,Penitenciario,2026-09-03
1722,34,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1723,46,Masculino,Casado,Secundaria,True,3,Penitenciario,2026-09-03
1724,45,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1725,26,Masculino,Casado,Primaria,True,2,Penitenciario,2026-09-03
1726,51,Masculino,Soltero,Técnico,True,5,Penitenciario,2026-09-03
1727,31,Femenino,Soltero,Técnico,True,1,Penitenciario,2026-09-03
1728,47,Masculino,Viudo,Superior,True,2,Penitenciario,2026-09-03
1729,42,Femenino,Soltero,Secundaria,True,4,Penitenciario,2026-09-03
1730,60,Masculino,Casado,Secundaria,True,2,Penitenciario,2026-09-03
1731,35,Masculino,Casado,Primaria,True,2,Penitenciario,2026-09-03
1732,33,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1733,37,Masculino,Divorciado,Secundaria,False,0,Penitenciario,2026-09-03
1734,34,Masculino,Casado,Técnico,False,0,Penitenciario,2026-09-03
1735,47,Masculino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
1736,18,Masculino,Divorciado,Técnico,False,0,Penitenciario,2026-09-03
1737,25,Femenino,Soltero,Técnico,True,1,Penitenciario,2026-09-03
1738,25,Masculino,Soltero,Técnico,True,2,Penitenciario,2026-09-03
1739,49,Femenino,Viudo,Primaria,True,4,Penitenciario,2026-09-03
1740,58,Masculino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
1741,36,Masculino,Casado,Secundaria,True,4,Penitenciario,2026-09-03
1742,35,Masculino,Casado,Secundaria,True,4,Penitenciario,2026-09-03
1743,38,Masculino,Casado,Primaria,True,2,Penitenciario,2026-09-03
1744,51,Masculino,Divorciado,Secundaria,False,0,Penitenciario,2026-09-03
1745,26,Masculino,Soltero,Primaria,True,4,Penitenciario,2026-09-03
1746,40,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1747,49,Masculino,Soltero,Secundaria,True,1,Penitenciario,2026-09-03
1748,44,Masculino,Casado,Técnico,False,0,Penitenciario,2026-09-03
1749,40,Masculino,Soltero,Secundaria,True,4,Penitenciario,2026-09-03
1750,50,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1751,18,Femenino,Soltero,Secundaria,True,4,Penitenciario,2026-09-03
1752,46,Femenino,Viudo,Primaria,True,2,Penitenciario,2026-09-03
1753,30,Masculino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
1754,18,Femenino,Soltero,Primaria,True,2,Penitenciario,2026-09-03
1755,44,Femenino,Soltero,Superior,False,0,Penitenciario,2026-09-03
1756,54,Masculino,Soltero,Secundaria,True,5,Penitenciario,2026-09-03
1757,36,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
1758,49,Femenino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
1759,57,Masculino,Divorciado,Secundaria,True,1,Penitenciario,2026-09-03
1760,53,Femenino,Viudo,Secundaria,True,5,Penitenciario,2026-09-03
