id_persona,id_establecimiento,id_educacion,fecha_inicio,fecha_termino,estado_participacion,horas_asistidas,promedio_calificacion,certificado_obtenido,fecha_registro
4772,8,2,2023-02-16,2024-02-11,Completado,470,4.7,True,2026-09-03
1003,4,2,2021-12-22,2022-12-17,Completado,478,6.2,True,2026-09-03
3130,8,3,2021-08-04,2022-01-31,Completado,238,5.4,True,2026-09-03
4665,8,1,2022-06-13,2023-12-05,Completado,717,5.3,True,2026-09-03
925,4,4,2024-07-07,2025-07-02,Completado,471,5.0,True,2026-09-03
1326,5,5,2022-12-27,2023-06-25,En Curso,121,4.4,False,2026-09-03
2543,9,5,2024-06-11,2026-06-01,En Curso,641,6.7,False,2026-09-03
292,1,3,2024-06-24,2024-10-04,Abandonado,75,,False,2026-09-03
1500,2,5,2021-05-06,2022-10-28,Completado,688,6.4,True,2026-09-03
247,9,5,2023-06-07,2024-06-01,En Curso,182,4.2,False,2026-09-03
1834,9,1,2023-05-19,2024-05-13,Completado,467,4.3,True,2026-09-03
1252,6,3,2024-05-18,2025-05-13,En Curso,324,5.7,False,2026-09-03
3057,6,5,2021-05-04,2022-04-29,Completado,474,4.7,True,2026-09-03
517,7,4,2020-04-10,2022-03-31,Completado,924,5.9,True,2026-09-03
1542,3,2,2024-01-08,2025-01-02,Completado,474,6.1,True,2026-09-03
1002,4,5,2020-02-07,2020-10-29,Abandonado,77,,False,2026-09-03
3165,3,1,2020-10-05,2021-04-03,Completado,237,4.1,True,2026-09-03
392,6,1,2020-09-06,2021-03-05,En Curso,102,5.4,False,2026-09-03
1756,3,3,2023-10-17,2025-04-09,En Curso,261,5.4,False,2026-09-03
3741,4,2,2024-02-22,2025-02-16,En Curso,146,4.7,False,2026-09-03
2309,6,4,2023-08-31,2024-05-31,Abandonado,182,,False,2026-09-03
4460,4,4,2021-10-02,2022-09-27,Completado,475,4.7,True,2026-09-03
552,2,2,2023-12-21,2024-02-26,Abandonado,46,,False,2026-09-03
2979,7,5,2020-04-16,2021-10-08,En Curso,252,5.8,False,2026-09-03
4428,5,3,2024-01-05,2024-12-30,En Curso,291,5.5,False,2026-09-03
4326,8,3,2021-11-30,2022-12-25,Abandonado,444,,False,2026-09-03
3561,7,4,2024-12-25,2025-12-20,Completado,473,5.9,True,2026-09-03
1871,7,1,2022-10-28,2023-10-23,Completado,458,5.7,True,2026-09-03
4531,5,2,2020-01-20,2020-07-18,En Curso,100,5.3,False,2026-09-03
1105,4,1,2022-07-21,2023-07-16,Completado,475,5.8,True,2026-09-03
688,6,2,2021-11-23,2022-11-18,Completado,470,6.4,True,2026-09-03
4567,7,3,2024-11-09,2026-10-30,Completado,952,5.4,True,2026-09-03
3644,9,5,2024-11-09,2025-11-04,Completado,479,4.9,True,2026-09-03
3022,5,5,2023-12-31,2025-12-20,Completado,914,6.2,True,2026-09-03
4545,9,3,2023-06-24,2023-10-24,Abandonado,143,,False,2026-09-03
1849,8,5,2024-08-18,2025-02-14,Completado,237,5.4,True,2026-09-03
33,5,5,2024-04-19,2025-10-11,En Curso,431,6.1,False,2026-09-03
3424,4,5,2024-03-07,2025-03-02,Completado,479,4.2,True,2026-09-03
690,7,2,2022-11-25,2023-05-24,Completado,239,5.8,True,2026-09-03
79,9,4,2021-02-12,2021-10-02,Abandonado,160,,False,2026-09-03
4754,10,4,2024-10-24,2025-10-19,Completado,465,6.1,True,2026-09-03
3256,2,3,2020-10-30,2022-04-23,Completado,686,6.9,True,2026-09-03
133,1,2,2020-12-11,2021-06-09,Completado,234,5.2,True,2026-09-03
2186,2,1,2023-02-06,2025-01-26,En Curso,372,5.6,False,2026-09-03
4966,9,4,2021-07-08,2023-06-28,En Curso,565,6.1,False,2026-09-03
3310,1,4,2022-08-30,2023-08-25,En Curso,325,5.2,False,2026-09-03
3215,6,2,2022-07-04,2023-06-29,Completado,463,5.9,True,2026-09-03
1263,1,5,2022-09-03,2024-02-25,Completado,708,5.8,True,2026-09-03
1166,3,3,2022-04-25,2022-10-22,En Curso,108,6.5,False,2026-09-03
3401,5,3,2021-03-14,2021-07-01,Abandonado,31,,False,2026-09-03
2504,7,2,2023-12-08,2024-01-07,Abandonado,196,,False,2026-09-03
262,3,1,2022-05-12,2023-11-03,Completado,710,6.1,True,2026-09-03
731,6,5,2022-02-28,2024-02-18,En Curso,315,6.8,False,2026-09-03
478,10,1,2021-11-30,2022-11-25,En Curso,323,6.5,False,2026-09-03
1643,1,3,2024-06-05,2025-05-31,Completado,479,5.7,True,2026-09-03
2326,6,5,2022-01-22,2024-01-12,Completado,935,5.7,True,2026-09-03
1731,6,5,2024-07-09,2026-06-29,Completado,949,4.2,True,2026-09-03
3169,4,5,2024-03-24,2025-09-15,Completado,703,4.1,True,2026-09-03
4494,9,5,2020-03-26,2021-09-17,Completado,704,6.1,True,2026-09-03
1022,8,2,2022-08-21,2023-08-16,En Curso,261,5.8,False,2026-09-03
1591,9,5,2021-12-25,2023-06-18,Completado,706,4.3,True,2026-09-03
4135,1,5,2023-09-07,2025-02-28,Completado,712,6.1,True,2026-09-03
2096,2,1,2022-06-17,2022-12-14,Completado,238,6.7,True,2026-09-03
3494,10,2,2023-03-19,2025-03-08,En Curso,614,6.8,False,2026-09-03
3863,8,4,2022-06-08,2022-12-05,En Curso,126,5.0,False,2026-09-03
2308,5,2,2022-09-03,2023-03-02,Completado,230,6.2,True,2026-09-03
954,9,3,2021-12-15,2022-05-07,Abandonado,102,,False,2026-09-03
4505,3,4,2021-08-10,2022-02-06,Completado,238,4.4,True,2026-09-03
2925,1,4,2022-09-14,2024-02-29,Abandonado,140,,False,2026-09-03
4600,9,3,2022-07-26,2024-01-17,En Curso,449,4.2,False,2026-09-03
3919,2,1,2023-08-31,2024-08-25,Completado,462,4.1,True,2026-09-03
3150,4,4,2023-09-20,2025-09-09,En Curso,551,6.0,False,2026-09-03
2880,8,5,2020-09-15,2022-03-09,Completado,688,4.7,True,2026-09-03
4354,8,2,2021-01-31,2022-07-25,Completado,702,6.1,True,2026-09-03
3580,1,1,2024-08-02,2025-07-28,En Curso,147,5.7,False,2026-09-03
4287,4,1,2021-04-02,2022-03-28,Completado,459,6.3,True,2026-09-03
468,4,1,2021-10-06,2022-02-22,Abandonado,93,,False,2026-09-03
2843,3,2,2022-06-18,2023-06-13,Completado,472,6.6,True,2026-09-03
1124,8,1,2023-10-24,2024-12-17,Abandonado,136,,False,2026-09-03
1309,2,1,2020-01-28,2021-01-22,Completado,457,6.9,True,2026-09-03
1654,10,2,2021-09-15,2023-03-09,En Curso,240,4.4,False,2026-09-03
3599,7,5,2023-03-10,2023-09-06,Completado,237,5.2,True,2026-09-03
3984,9,4,2022-12-28,2023-06-26,Completado,230,5.5,True,2026-09-03
393,3,3,2021-11-08,2023-10-29,En Curso,665,6.7,False,2026-09-03
3818,8,1,2023-03-12,2023-09-06,Abandonado,117,,False,2026-09-03
4636,8,1,2023-02-22,2025-02-11,En Curso,404,4.6,False,2026-09-03
465,6,5,2024-03-30,2025-09-21,En Curso,308,5.5,False,2026-09-03
2117,5,1,2020-04-03,2021-03-29,En Curso,265,5.7,False,2026-09-03
1292,1,3,2022-09-07,2023-11-29,Abandonado,280,,False,2026-09-03
182,8,3,2024-05-26,2025-05-21,En Curso,210,5.9,False,2026-09-03
2796,6,1,2021-02-01,2022-01-27,Completado,466,6.2,True,2026-09-03
4009,5,4,2020-08-27,2022-02-18,Completado,716,6.5,True,2026-09-03
4429,2,4,2024-03-06,2024-06-13,Abandonado,185,,False,2026-09-03
1359,10,4,2023-01-26,2024-01-21,Completado,476,6.1,True,2026-09-03
395,7,5,2023-07-13,2024-01-09,Completado,229,5.3,True,2026-09-03
1816,1,4,2021-12-01,2023-11-21,Completado,930,4.3,True,2026-09-03
3896,1,2,2022-06-03,2023-05-29,En Curso,221,6.9,False,2026-09-03
4095,7,3,2024-04-20,2025-04-15,Completado,459,4.0,True,2026-09-03
2540,1,3,2024-06-08,2025-11-30,En Curso,486,6.5,False,2026-09-03
1830,4,1,2022-12-25,2023-06-23,Completado,229,6.2,True,2026-09-03
1802,7,2,2024-02-10,2025-08-03,Completado,692,4.6,True,2026-09-03
1861,7,3,2022-12-01,2023-04-04,Abandonado,54,,False,2026-09-03
4937,8,1,2021-06-05,2021-12-02,Completado,236,6.7,True,2026-09-03
1564,9,5,2022-03-24,2023-09-15,Completado,690,4.2,True,2026-09-03
1229,9,5,2024-03-09,2025-03-04,Completado,473,6.7,True,2026-09-03
2627,10,4,2020-01-16,2022-01-05,Completado,921,6.6,True,2026-09-03
2098,8,3,2020-11-07,2022-05-01,Completado,714,7.0,True,2026-09-03
3397,5,4,2021-07-06,2022-01-02,Completado,231,6.5,True,2026-09-03
2974,6,2,2023-10-24,2024-10-18,Completado,463,6.6,True,2026-09-03
4049,9,1,2023-08-02,2024-07-27,Completado,460,6.5,True,2026-09-03
2242,2,4,2023-04-01,2023-09-21,Abandonado,78,,False,2026-09-03
4014,4,1,2021-09-21,2022-03-20,Completado,229,4.5,True,2026-09-03
2044,6,1,2022-12-14,2023-12-09,Completado,474,6.6,True,2026-09-03
946,4,1,2023-12-16,2024-12-10,Completado,478,5.6,True,2026-09-03
796,6,2,2022-01-08,2023-01-03,Completado,479,6.3,True,2026-09-03
4727,1,4,2023-04-18,2025-04-07,En Curso,320,5.2,False,2026-09-03
1941,9,5,2022-02-01,2023-01-27,Completado,466,6.1,True,2026-09-03
577,9,4,2020-12-21,2021-12-16,En Curso,159,4.3,False,2026-09-03
4393,3,5,2021-03-04,2022-01-30,Abandonado,160,,False,2026-09-03
4315,7,4,2021-03-19,2022-03-14,En Curso,292,6.7,False,2026-09-03
4895,1,5,2023-12-23,2024-12-17,Completado,469,5.3,True,2026-09-03
4903,2,5,2022-06-26,2023-06-21,Completado,456,6.9,True,2026-09-03
3626,9,3,2022-01-25,2023-01-20,En Curso,325,4.5,False,2026-09-03
4693,4,2,2021-01-13,2023-01-03,En Curso,412,5.1,False,2026-09-03
4844,10,1,2021-12-04,2023-02-18,Abandonado,350,,False,2026-09-03
2512,2,2,2024-11-20,2025-11-15,En Curso,148,4.1,False,2026-09-03
3724,2,4,2020-09-02,2021-08-28,En Curso,257,4.2,False,2026-09-03
2270,7,2,2020-08-05,2021-07-31,Completado,477,6.1,True,2026-09-03
4495,10,1,2020-05-18,2022-05-08,Completado,925,5.6,True,2026-09-03
375,9,2,2023-11-30,2024-11-24,Completado,467,6.1,True,2026-09-03
315,7,4,2020-02-23,2020-08-21,Completado,236,4.3,True,2026-09-03
1258,6,2,2024-05-31,2025-11-22,Completado,696,4.0,True,2026-09-03
2206,3,1,2023-08-06,2024-05-21,Abandonado,122,,False,2026-09-03
1930,1,4,2022-02-15,2023-02-10,Completado,462,4.4,True,2026-09-03
4207,3,4,2023-11-18,2024-11-12,Completado,471,4.1,True,2026-09-03
3009,3,1,2022-05-17,2022-06-23,Abandonado,213,,False,2026-09-03
4164,3,2,2020-06-02,2020-11-29,Completado,232,6.7,True,2026-09-03
252,7,3,2024-03-15,2024-09-11,Completado,235,5.7,True,2026-09-03
1036,1,4,2021-04-18,2021-10-15,Completado,239,5.7,True,2026-09-03
4926,4,5,2021-08-10,2023-02-01,Completado,689,4.8,True,2026-09-03
558,8,5,2023-06-29,2025-06-18,Completado,919,6.9,True,2026-09-03
4006,9,5,2021-09-25,2023-09-15,Completado,926,4.8,True,2026-09-03
2976,10,3,2023-10-19,2025-04-11,Completado,701,6.4,True,2026-09-03
3594,8,3,2023-06-05,2023-12-02,Completado,228,6.6,True,2026-09-03
2156,4,1,2022-11-26,2024-05-19,Completado,686,6.0,True,2026-09-03
2189,8,4,2022-08-01,2024-07-21,Completado,923,4.3,True,2026-09-03
4624,7,1,2020-12-21,2021-06-19,Completado,234,4.3,True,2026-09-03
4329,8,2,2020-04-01,2021-03-27,Completado,458,6.3,True,2026-09-03
615,4,1,2023-02-28,2024-02-23,Completado,475,6.8,True,2026-09-03
2544,10,5,2022-06-01,2023-05-27,Completado,474,6.5,True,2026-09-03
2828,5,2,2022-04-26,2023-04-21,Completado,466,6.1,True,2026-09-03
2381,8,1,2022-08-25,2023-02-21,Completado,237,4.5,True,2026-09-03
947,5,2,2022-06-27,2024-06-16,En Curso,504,4.4,False,2026-09-03
2211,6,2,2024-12-27,2025-12-22,Completado,461,6.3,True,2026-09-03
4663,10,3,2024-07-13,2026-01-04,Completado,706,6.6,True,2026-09-03
4616,9,5,2024-10-07,2025-10-02,Completado,477,6.2,True,2026-09-03
4004,2,3,2022-06-11,2023-06-06,En Curso,185,5.0,False,2026-09-03
2522,1,5,2023-12-14,2024-10-10,Abandonado,131,,False,2026-09-03
1752,3,4,2024-02-20,2024-08-18,En Curso,120,4.3,False,2026-09-03
1079,5,4,2023-11-19,2024-05-17,Completado,232,6.8,True,2026-09-03
4538,2,3,2022-07-02,2023-06-27,En Curso,180,5.4,False,2026-09-03
367,1,3,2022-08-23,2023-08-18,Completado,458,5.2,True,2026-09-03
3977,4,5,2024-11-21,2025-11-16,Completado,458,5.0,True,2026-09-03
4595,8,1,2022-01-22,2022-07-21,En Curso,116,5.6,False,2026-09-03
720,4,5,2020-04-13,2022-04-03,Completado,940,5.1,True,2026-09-03
1499,2,3,2023-01-13,2023-07-12,Completado,235,6.4,True,2026-09-03
1994,5,1,2020-04-01,2020-10-16,Abandonado,167,,False,2026-09-03
1839,4,1,2020-07-11,2021-01-07,Completado,237,5.7,True,2026-09-03
2396,5,1,2020-02-12,2021-08-05,En Curso,297,4.1,False,2026-09-03
4971,7,1,2023-01-11,2024-01-06,Completado,462,4.0,True,2026-09-03
3966,2,2,2020-11-15,2021-11-10,Completado,462,6.8,True,2026-09-03
2809,9,3,2021-03-24,2023-03-14,En Curso,580,6.9,False,2026-09-03
4934,4,3,2021-08-30,2022-08-25,Completado,477,5.7,True,2026-09-03
2712,10,3,2023-11-16,2025-10-19,Abandonado,328,,False,2026-09-03
3715,8,3,2024-01-01,2024-12-26,Completado,459,6.8,True,2026-09-03
3844,5,5,2023-07-10,2024-07-04,Completado,465,6.3,True,2026-09-03
1049,3,3,2023-05-07,2024-05-01,Completado,470,4.5,True,2026-09-03
1460,2,4,2021-03-02,2022-08-24,Completado,698,4.9,True,2026-09-03
98,5,2,2021-01-23,2023-01-13,Completado,936,6.7,True,2026-09-03
4907,9,4,2022-01-11,2023-01-06,Completado,464,6.4,True,2026-09-03
778,3,3,2024-11-23,2025-01-02,Abandonado,344,,False,2026-09-03
2168,2,2,2024-07-16,2025-01-12,Completado,233,6.6,True,2026-09-03
94,9,3,2022-04-14,2022-10-11,En Curso,135,5.6,False,2026-09-03
2490,4,4,2023-09-15,2025-03-08,Completado,717,6.5,True,2026-09-03
903,2,1,2023-12-04,2024-11-28,Completado,464,4.8,True,2026-09-03
4416,4,4,2020-03-30,2021-07-25,Abandonado,133,,False,2026-09-03
583,1,2,2023-10-17,2024-04-14,En Curso,111,6.9,False,2026-09-03
3548,7,3,2024-06-13,2024-12-10,Completado,228,4.3,True,2026-09-03
3663,2,4,2023-10-10,2024-04-07,Completado,230,4.1,True,2026-09-03
3368,8,1,2020-09-02,2021-03-01,Completado,232,6.0,True,2026-09-03
4697,10,5,2021-03-05,2021-09-01,Completado,236,6.4,True,2026-09-03
2766,10,2,2021-12-17,2023-12-07,Completado,959,6.8,True,2026-09-03
2164,5,4,2023-12-07,2025-11-26,Completado,935,6.1,True,2026-09-03
1358,5,4,2024-08-22,2025-08-17,Completado,470,5.7,True,2026-09-03
2217,5,2,2020-03-06,2021-08-28,Completado,701,5.7,True,2026-09-03
4565,3,2,2020-09-15,2021-03-14,Completado,232,4.4,True,2026-09-03
333,4,3,2022-10-27,2024-04-19,Completado,685,4.7,True,2026-09-03
540,4,4,2023-05-19,2024-11-09,Completado,707,6.7,True,2026-09-03
1970,5,4,2021-02-12,2022-02-07,Completado,477,6.3,True,2026-09-03
1801,3,4,2022-01-19,2022-05-18,Abandonado,131,,False,2026-09-03
2419,10,3,2021-09-14,2023-09-04,En Curso,379,4.2,False,2026-09-03
2025,8,5,2022-07-05,2023-06-30,Completado,456,6.6,True,2026-09-03
2374,1,3,2020-05-31,2021-05-26,En Curso,283,6.5,False,2026-09-03
4104,7,5,2023-07-22,2025-01-12,En Curso,410,6.3,False,2026-09-03
473,2,3,2023-07-24,2024-07-18,Completado,463,5.5,True,2026-09-03
4569,4,5,2021-08-25,2022-02-21,Completado,239,6.8,True,2026-09-03
346,9,2,2020-04-08,2020-10-05,Completado,232,4.7,True,2026-09-03
2603,5,5,2020-09-02,2022-02-24,Completado,688,6.2,True,2026-09-03
4806,10,5,2024-11-02,2026-10-23,Completado,913,5.6,True,2026-09-03
4008,7,3,2022-11-30,2024-05-23,Completado,712,5.9,True,2026-09-03
1201,4,4,2020-11-18,2021-07-10,Abandonado,119,,False,2026-09-03
17,4,1,2021-11-10,2022-11-05,En Curso,305,4.0,False,2026-09-03
2972,3,1,2024-01-14,2025-01-08,En Curso,241,5.0,False,2026-09-03
2190,9,5,2021-11-13,2023-11-03,Completado,939,5.0,True,2026-09-03
1792,6,2,2021-08-15,2022-02-11,Completado,228,4.7,True,2026-09-03
2273,8,2,2024-03-20,2025-09-11,Completado,689,4.1,True,2026-09-03
1067,2,1,2024-02-16,2025-08-09,Completado,715,5.3,True,2026-09-03
4035,3,3,2021-12-26,2023-06-19,Completado,708,6.6,True,2026-09-03
4631,1,2,2022-02-02,2023-01-28,En Curso,173,5.0,False,2026-09-03
3237,8,1,2020-07-24,2021-07-19,Completado,475,5.6,True,2026-09-03
4766,4,2,2024-07-01,2025-06-26,En Curso,178,4.5,False,2026-09-03
1265,4,2,2020-10-24,2021-04-22,En Curso,150,4.5,False,2026-09-03
1919,1,1,2021-12-22,2023-06-15,Completado,689,4.7,True,2026-09-03
444,9,5,2021-08-06,2022-02-02,En Curso,84,6.4,False,2026-09-03
2132,2,3,2021-11-17,2023-05-11,Completado,695,6.5,True,2026-09-03
1814,10,4,2020-09-26,2021-03-25,Completado,237,4.3,True,2026-09-03
3221,7,1,2024-02-27,2024-06-08,Abandonado,88,,False,2026-09-03
244,1,2,2020-11-06,2022-04-30,Completado,696,4.5,True,2026-09-03
3305,8,2,2024-08-18,2025-08-13,Completado,468,4.6,True,2026-09-03
4100,9,3,2021-02-01,2021-07-31,Completado,234,4.8,True,2026-09-03
2423,2,2,2022-11-16,2024-05-09,Completado,715,6.3,True,2026-09-03
2439,2,2,2023-07-27,2024-07-21,Completado,477,5.9,True,2026-09-03
4019,4,1,2020-06-30,2021-06-25,Completado,474,6.4,True,2026-09-03
3891,6,3,2022-07-25,2023-01-21,Completado,232,5.6,True,2026-09-03
4753,7,4,2023-03-24,2024-03-18,En Curso,166,4.3,False,2026-09-03
1431,5,2,2024-09-20,2025-09-15,En Curso,187,6.1,False,2026-09-03
1784,5,3,2020-02-07,2020-08-05,En Curso,72,5.4,False,2026-09-03
1795,1,2,2022-12-13,2024-12-02,Completado,915,7.0,True,2026-09-03
2236,5,3,2021-04-15,2021-10-12,En Curso,150,4.5,False,2026-09-03
1056,8,3,2020-07-27,2022-07-17,En Curso,567,6.2,False,2026-09-03
176,2,4,2023-09-29,2024-09-22,Abandonado,233,,False,2026-09-03
1878,4,4,2022-10-16,2024-04-08,En Curso,461,4.1,False,2026-09-03
856,1,3,2021-11-19,2023-05-13,Completado,701,5.3,True,2026-09-03
1669,10,5,2020-09-07,2022-08-28,En Curso,616,4.4,False,2026-09-03
3517,4,2,2023-06-22,2024-12-13,Completado,691,5.7,True,2026-09-03
2584,6,3,2020-07-10,2022-06-30,En Curso,379,4.9,False,2026-09-03
1440,2,2,2020-04-14,2021-03-12,Abandonado,127,,False,2026-09-03
1427,7,1,2021-10-03,2022-04-01,En Curso,75,6.2,False,2026-09-03
4740,10,3,2020-06-20,2020-12-17,Completado,229,5.5,True,2026-09-03
3265,7,1,2024-12-26,2025-12-21,En Curso,145,5.2,False,2026-09-03
4218,5,2,2024-09-08,2026-03-02,Completado,717,6.9,True,2026-09-03
2334,1,3,2020-11-18,2021-05-17,Completado,237,4.9,True,2026-09-03
2122,2,2,2022-05-18,2022-11-14,Completado,232,6.3,True,2026-09-03
4002,6,3,2020-05-10,2021-11-01,Completado,695,6.4,True,2026-09-03
4673,8,2,2024-06-01,2025-05-27,Completado,478,6.3,True,2026-09-03
4609,1,3,2022-08-31,2023-08-26,Completado,473,5.5,True,2026-09-03
2285,1,1,2020-10-18,2021-04-16,Completado,233,5.9,True,2026-09-03
977,4,5,2023-02-20,2024-08-13,Completado,705,6.9,True,2026-09-03
2077,8,5,2020-11-30,2022-05-24,Completado,690,4.7,True,2026-09-03
1686,3,4,2022-03-13,2024-03-02,Completado,945,5.2,True,2026-09-03
580,3,3,2021-02-22,2022-08-16,Completado,714,4.1,True,2026-09-03
3322,9,3,2022-08-12,2024-02-03,Completado,694,5.5,True,2026-09-03
4345,2,2,2022-06-05,2022-12-02,En Curso,80,6.8,False,2026-09-03
2608,8,3,2023-07-31,2024-01-27,En Curso,158,5.0,False,2026-09-03
3334,5,4,2023-07-07,2024-07-01,Completado,458,5.6,True,2026-09-03
4521,9,3,2024-04-03,2026-03-24,Completado,918,4.4,True,2026-09-03
747,9,5,2024-02-29,2024-10-30,Abandonado,251,,False,2026-09-03
2048,3,1,2023-10-01,2025-09-20,Completado,923,4.5,True,2026-09-03
2631,3,5,2023-07-16,2025-01-06,Completado,692,6.7,True,2026-09-03
2632,1,5,2024-04-11,2025-10-03,Completado,714,4.4,True,2026-09-03
2141,4,3,2024-04-22,2025-04-17,Completado,459,6.8,True,2026-09-03
4517,6,3,2020-12-12,2022-06-05,En Curso,353,5.9,False,2026-09-03
2821,10,4,2020-02-03,2020-08-01,En Curso,120,4.4,False,2026-09-03
4582,2,1,2020-06-05,2021-01-22,Abandonado,207,,False,2026-09-03
1674,7,4,2022-12-23,2023-06-09,Abandonado,77,,False,2026-09-03
224,3,2,2022-10-02,2024-03-25,Completado,704,4.5,True,2026-09-03
4430,8,2,2021-05-06,2022-05-01,Completado,475,6.0,True,2026-09-03
1419,8,1,2020-09-08,2022-08-29,Completado,920,6.5,True,2026-09-03
1793,9,2,2020-12-18,2022-06-11,Completado,685,5.4,True,2026-09-03
2347,2,4,2024-10-13,2026-04-06,Completado,707,5.0,True,2026-09-03
1810,5,1,2021-06-25,2022-12-17,Completado,692,4.5,True,2026-09-03
2826,8,4,2024-09-05,2026-08-26,Completado,954,5.1,True,2026-09-03
3263,9,3,2024-08-06,2025-08-01,Completado,473,6.7,True,2026-09-03
1050,5,3,2022-01-27,2022-07-26,Completado,233,4.9,True,2026-09-03
3182,7,5,2024-08-10,2026-02-01,Completado,694,5.8,True,2026-09-03
2268,1,3,2020-05-28,2021-11-19,Completado,688,6.1,True,2026-09-03
964,8,1,2021-05-29,2023-05-19,En Curso,290,6.1,False,2026-09-03
3173,9,2,2020-11-29,2021-11-24,Completado,475,5.8,True,2026-09-03
269,4,3,2024-09-08,2025-09-03,En Curso,220,4.1,False,2026-09-03
4228,3,3,2020-12-30,2021-06-28,En Curso,103,4.8,False,2026-09-03
4079,4,1,2021-02-27,2022-02-22,En Curso,229,4.6,False,2026-09-03
1716,2,4,2022-05-21,2023-05-16,Completado,473,6.3,True,2026-09-03
3031,8,5,2022-01-21,2024-01-11,En Curso,511,5.6,False,2026-09-03
1924,6,1,2021-03-31,2021-07-17,Abandonado,47,,False,2026-09-03
1220,9,1,2021-01-28,2022-07-22,En Curso,393,5.8,False,2026-09-03
2486,1,5,2020-01-04,2020-07-02,En Curso,81,6.6,False,2026-09-03
4507,9,1,2024-12-04,2026-05-28,Completado,699,4.9,True,2026-09-03
664,9,3,2022-12-31,2024-12-20,En Curso,371,4.0,False,2026-09-03
2316,7,2,2021-10-16,2023-04-09,Completado,715,4.3,True,2026-09-03
181,5,5,2020-08-02,2021-01-29,Completado,231,5.6,True,2026-09-03
3238,6,2,2021-04-12,2023-04-02,En Curso,441,7.0,False,2026-09-03
490,2,3,2023-11-02,2024-04-30,Completado,229,5.7,True,2026-09-03
1411,7,2,2021-08-29,2023-02-20,Completado,692,6.1,True,2026-09-03
4415,6,2,2020-11-11,2021-11-06,Completado,464,6.5,True,2026-09-03
1901,7,4,2022-11-19,2023-01-19,Abandonado,289,,False,2026-09-03
3946,5,5,2022-07-07,2024-06-26,Completado,925,5.2,True,2026-09-03
4273,10,1,2024-07-28,2025-01-24,Completado,229,4.8,True,2026-09-03
2363,2,2,2023-03-04,2024-08-25,Completado,714,4.2,True,2026-09-03
4775,3,4,2021-04-27,2023-04-17,Completado,944,7.0,True,2026-09-03
4311,1,3,2020-05-10,2022-04-30,Completado,959,5.7,True,2026-09-03
2799,9,4,2020-12-21,2022-12-11,Completado,923,4.3,True,2026-09-03
3773,2,1,2024-08-08,2026-07-29,En Curso,554,5.2,False,2026-09-03
2716,9,5,2020-08-08,2021-03-05,Abandonado,177,,False,2026-09-03
250,1,4,2021-05-05,2021-11-01,Completado,238,6.8,True,2026-09-03
4972,10,3,2024-02-02,2025-01-27,Completado,478,5.5,True,2026-09-03
4628,9,4,2020-04-14,2021-04-09,En Curso,275,5.6,False,2026-09-03
3549,8,2,2021-02-25,2023-02-15,Completado,938,5.5,True,2026-09-03
1372,4,1,2020-11-05,2022-04-29,En Curso,417,5.9,False,2026-09-03
3391,9,3,2021-09-16,2023-03-10,En Curso,423,5.4,False,2026-09-03
2107,8,1,2023-10-03,2024-09-27,Completado,461,5.5,True,2026-09-03
475,7,2,2021-04-07,2022-09-29,En Curso,259,4.8,False,2026-09-03
2676,3,5,2023-11-02,2024-04-30,Completado,238,6.3,True,2026-09-03
1423,9,1,2022-02-25,2023-08-19,Completado,698,5.0,True,2026-09-03
2600,1,1,2022-04-03,2023-09-25,En Curso,336,4.9,False,2026-09-03
3529,3,5,2020-10-12,2021-06-14,Abandonado,233,,False,2026-09-03
4708,2,4,2022-02-20,2023-02-15,Completado,470,6.0,True,2026-09-03
2454,8,1,2023-09-28,2024-04-10,Abandonado,227,,False,2026-09-03
3958,9,4,2023-01-18,2024-01-13,En Curso,165,5.1,False,2026-09-03
3495,5,1,2021-03-08,2021-09-04,Completado,230,5.4,True,2026-09-03
3954,2,1,2022-08-30,2023-04-19,Abandonado,126,,False,2026-09-03
1507,6,5,2022-07-18,2023-07-13,En Curso,315,4.6,False,2026-09-03
2693,4,1,2022-09-23,2023-06-03,Abandonado,97,,False,2026-09-03
2046,2,3,2023-09-10,2025-03-03,Completado,691,6.0,True,2026-09-03
3047,6,3,2024-02-08,2025-11-26,Abandonado,193,,False,2026-09-03
1815,5,3,2024-11-10,2026-10-31,Completado,918,6.7,True,2026-09-03
3153,3,4,2022-02-10,2023-02-05,Completado,468,4.1,True,2026-09-03
4444,6,2,2022-07-22,2024-01-13,Completado,686,5.2,True,2026-09-03
929,3,1,2021-02-14,2022-08-08,Completado,698,4.3,True,2026-09-03
4351,4,5,2020-07-11,2021-01-07,Completado,234,4.7,True,2026-09-03
2581,10,2,2020-07-15,2022-01-06,En Curso,221,5.6,False,2026-09-03
3991,3,1,2022-10-07,2023-04-05,Completado,228,4.3,True,2026-09-03
880,6,1,2022-11-17,2024-11-06,Completado,953,6.5,True,2026-09-03
2394,1,3,2020-01-18,2022-01-07,En Curso,475,5.3,False,2026-09-03
4070,4,4,2020-10-24,2021-04-22,Completado,238,4.7,True,2026-09-03
1524,3,2,2024-02-19,2025-08-12,Completado,713,4.4,True,2026-09-03
3704,1,1,2023-12-06,2024-11-30,En Curso,327,5.9,False,2026-09-03
3743,5,2,2024-04-10,2025-04-05,Completado,471,6.2,True,2026-09-03
2187,1,5,2020-09-23,2022-03-17,Completado,686,5.5,True,2026-09-03
